age,education,balance,housing,loan,campaign,previous,poutcome,label
44,secondary,1071,yes,no,3,1,failure,0
35,secondary,0,yes,no,5,0,unknown,0
46,secondary,7378,no,no,1,0,unknown,0
55,secondary,865,yes,no,1,1,failure,0
50,secondary,-701,yes,yes,1,0,unknown,0
23,unknown,817,yes,no,1,0,unknown,0
34,unknown,1387,no,no,1,0,unknown,0
40,secondary,0,yes,yes,3,0,unknown,0
61,secondary,2917,no,no,1,0,unknown,1
53,secondary,4541,yes,no,6,0,unknown,0
57,secondary,0,no,no,1,0,unknown,0
28,secondary,4287,no,no,1,0,unknown,0
25,secondary,242,yes,no,12,0,unknown,0
38,secondary,171,yes,yes,1,0,unknown,0
27,secondary,259,yes,no,10,0,unknown,0
45,secondary,827,yes,no,5,0,unknown,0
31,secondary,469,no,yes,1,0,unknown,0
39,primary,2226,yes,no,1,0,unknown,0
42,secondary,0,no,no,12,0,unknown,0
46,tertiary,477,yes,no,6,0,unknown,0
36,secondary,42,yes,no,4,0,unknown,0
30,tertiary,775,yes,no,2,0,unknown,0
32,secondary,9,yes,no,2,0,unknown,0
52,tertiary,2557,no,no,5,2,success,1
31,tertiary,2395,no,no,1,0,unknown,0
60,primary,4895,no,no,1,0,unknown,0
35,secondary,376,yes,yes,3,0,unknown,0
38,tertiary,389,yes,no,1,0,unknown,0
46,tertiary,134,no,no,2,0,unknown,0
45,tertiary,1273,yes,yes,3,0,unknown,0
59,secondary,0,yes,no,3,0,unknown,0
34,tertiary,2892,yes,yes,7,0,unknown,0
33,secondary,0,yes,no,2,0,unknown,0
46,secondary,295,yes,no,6,0,unknown,0
48,secondary,292,yes,yes,6,0,unknown,0
31,secondary,85,no,no,1,0,unknown,0
32,secondary,4,no,no,2,4,failure,0
35,primary,-587,yes,no,1,0,unknown,0
36,primary,367,no,no,1,1,failure,0
52,tertiary,-1224,yes,no,4,0,unknown,0
45,tertiary,959,no,no,1,0,unknown,0
34,tertiary,0,no,no,2,0,unknown,0
25,primary,-589,yes,no,1,0,unknown,0
26,tertiary,-8,no,no,2,0,unknown,0
57,unknown,0,no,no,1,0,unknown,0
48,primary,247,yes,yes,1,0,unknown,0
48,unknown,5543,no,no,5,0,unknown,0
32,primary,642,no,yes,1,0,unknown,0
58,secondary,11,no,no,1,0,unknown,0
57,primary,-226,yes,no,1,0,unknown,0
31,tertiary,5191,no,no,2,0,unknown,0
33,secondary,-320,no,no,2,0,unknown,0
53,tertiary,2289,yes,yes,1,0,unknown,0
36,secondary,725,yes,no,3,8,failure,0
32,tertiary,705,yes,no,4,0,unknown,0
45,secondary,776,yes,no,4,1,failure,0
35,tertiary,816,yes,no,7,0,unknown,0
41,secondary,171,no,no,9,0,unknown,0
54,secondary,812,no,no,6,0,unknown,0
49,secondary,823,no,no,4,0,unknown,1
28,secondary,1453,yes,no,1,1,other,0
24,unknown,431,yes,no,12,0,unknown,0
30,secondary,1009,yes,no,1,0,unknown,0
32,primary,286,yes,no,1,0,unknown,0
53,tertiary,22370,yes,no,1,0,unknown,0
42,primary,2111,yes,no,2,0,unknown,0
48,primary,5366,yes,no,3,0,unknown,0
33,secondary,181,yes,yes,2,0,unknown,0
31,secondary,-452,yes,no,5,0,unknown,0
56,primary,1770,no,no,3,0,unknown,0
58,primary,0,no,no,1,0,unknown,0
37,secondary,-296,yes,no,1,0,unknown,0
59,primary,2358,yes,no,1,0,unknown,0
50,tertiary,1200,no,no,3,0,unknown,1
39,primary,109,yes,no,3,0,unknown,0
30,secondary,616,yes,no,1,0,unknown,0
47,secondary,4906,yes,no,1,0,unknown,0
44,secondary,313,no,no,4,0,unknown,0
38,primary,290,yes,no,1,0,unknown,0
50,tertiary,1240,no,no,2,0,unknown,0
27,tertiary,3672,yes,no,2,5,failure,0
73,secondary,19,no,no,2,0,unknown,0
46,primary,143,yes,no,1,0,unknown,0
56,secondary,212,no,yes,1,0,unknown,0
36,tertiary,9,no,no,4,0,unknown,1
33,primary,3074,no,no,1,0,unknown,0
40,tertiary,1734,yes,no,1,0,unknown,0
52,tertiary,575,no,no,1,0,unknown,0
51,secondary,397,yes,no,2,0,unknown,0
33,secondary,640,yes,no,3,0,unknown,0
54,secondary,158,yes,no,1,0,unknown,0
44,secondary,2984,yes,no,2,0,unknown,0
50,secondary,1011,yes,no,2,0,unknown,0
45,secondary,0,yes,no,1,4,failure,1
36,tertiary,1133,yes,no,1,2,other,1
42,secondary,4945,yes,no,2,0,unknown,1
37,secondary,712,yes,no,2,0,unknown,0
28,secondary,-427,yes,yes,2,0,unknown,0
56,secondary,2146,no,yes,1,0,unknown,0
59,secondary,92,yes,no,2,1,failure,0
32,secondary,10,yes,no,4,0,unknown,0
57,primary,1238,yes,no,1,0,unknown,0
49,secondary,981,yes,no,3,0,unknown,0
56,unknown,575,no,no,2,0,unknown,0
48,unknown,-70,no,no,1,0,unknown,0
27,tertiary,3733,yes,no,1,6,success,1
31,tertiary,574,yes,no,2,0,unknown,0
28,secondary,43,no,no,1,0,unknown,0
36,tertiary,428,no,no,1,0,unknown,0
58,primary,0,yes,no,1,0,unknown,0
46,secondary,0,yes,yes,2,2,failure,0
32,tertiary,474,yes,no,3,0,unknown,0
39,secondary,-540,no,no,1,0,unknown,0
35,tertiary,560,yes,no,1,1,failure,0
31,tertiary,325,yes,no,2,0,unknown,1
29,tertiary,437,no,no,1,1,success,1
48,primary,574,no,no,1,0,unknown,0
60,primary,0,no,no,3,0,unknown,0
74,secondary,935,no,no,1,1,other,0
30,secondary,699,yes,no,1,0,unknown,0
52,primary,0,no,no,11,0,unknown,0
24,secondary,-220,yes,no,1,0,unknown,0
29,secondary,11417,yes,no,2,0,unknown,0
33,primary,212,yes,no,2,0,unknown,0
34,secondary,67,yes,yes,3,0,unknown,0
45,secondary,0,no,no,1,0,unknown,1
31,secondary,0,no,yes,2,0,unknown,0
45,secondary,1673,no,no,1,0,unknown,0
27,secondary,-1202,yes,no,2,0,unknown,0
30,tertiary,4213,no,no,4,0,unknown,0
45,primary,0,no,no,2,0,unknown,0
57,secondary,1521,yes,yes,2,5,failure,0
34,tertiary,1310,no,no,3,7,other,0
40,secondary,0,yes,yes,1,0,unknown,0
39,tertiary,399,no,no,1,0,unknown,0
46,tertiary,405,no,no,3,0,unknown,0
55,tertiary,9756,yes,no,2,1,other,1
25,tertiary,2506,no,no,1,0,unknown,1
34,tertiary,697,no,no,1,0,unknown,0
37,primary,403,yes,no,2,1,success,0
64,tertiary,890,no,no,3,0,unknown,0
45,secondary,809,yes,no,2,4,failure,0
57,secondary,158,yes,no,1,0,unknown,0
21,unknown,137,yes,no,3,0,unknown,0
58,secondary,2705,no,no,1,0,unknown,0
41,secondary,75,yes,no,9,0,unknown,1
41,unknown,2457,yes,no,1,0,unknown,0
58,tertiary,541,yes,no,1,0,unknown,0
33,tertiary,287,yes,no,2,3,other,0
32,tertiary,273,yes,yes,3,0,unknown,0
44,secondary,0,yes,no,5,0,unknown,0
47,unknown,677,no,no,1,4,success,0
41,primary,340,no,no,3,0,unknown,0
54,tertiary,98,no,no,4,0,unknown,0
47,tertiary,477,yes,no,1,1,failure,0
32,tertiary,2629,no,no,4,0,unknown,0
59,tertiary,0,no,yes,2,0,unknown,0
29,tertiary,2325,no,no,1,0,unknown,1
48,secondary,-20,no,no,2,0,unknown,0
32,secondary,230,yes,no,1,8,failure,1
46,secondary,-852,no,yes,2,0,unknown,0
31,primary,-280,no,no,3,0,unknown,0
53,secondary,25,no,no,2,0,unknown,1
34,tertiary,9851,yes,no,5,0,unknown,0
48,unknown,5095,yes,no,1,0,unknown,0
32,secondary,687,no,no,4,0,unknown,0
31,secondary,1368,yes,no,4,0,unknown,0
27,primary,-179,yes,no,2,0,unknown,0
60,secondary,-396,yes,no,1,1,failure,0
34,tertiary,1011,yes,no,1,0,unknown,0
52,secondary,9,no,yes,1,0,unknown,0
48,secondary,1159,yes,yes,9,0,unknown,0
45,primary,-322,no,no,2,0,unknown,0
54,secondary,1114,yes,no,1,0,unknown,0
52,secondary,2072,no,no,1,0,unknown,0
47,tertiary,459,yes,no,4,0,unknown,0
54,secondary,1157,no,no,2,0,unknown,0
34,secondary,8309,yes,yes,1,0,unknown,0
39,tertiary,1043,no,no,10,0,unknown,0
46,secondary,2098,no,no,2,0,unknown,0
26,secondary,461,no,no,1,0,unknown,0
37,secondary,61,yes,no,8,0,unknown,0
47,secondary,1203,yes,no,2,0,unknown,0
35,secondary,1067,no,yes,6,0,unknown,0
57,primary,0,no,no,1,0,unknown,0
34,tertiary,1657,yes,no,2,4,failure,0
47,secondary,1219,no,no,4,0,unknown,1
27,secondary,7,yes,no,2,0,unknown,0
40,secondary,-839,yes,yes,2,0,unknown,1
39,secondary,994,no,no,1,1,failure,0
36,tertiary,6,no,no,1,0,unknown,0
42,secondary,0,no,no,2,0,unknown,0
23,primary,8627,yes,no,1,0,unknown,0
34,tertiary,133,yes,no,1,0,unknown,0
34,secondary,247,yes,yes,5,0,unknown,0
49,secondary,1114,no,no,1,0,unknown,0
57,primary,1592,no,yes,4,0,unknown,0
59,unknown,0,no,no,6,0,unknown,0
57,tertiary,46,no,no,2,0,unknown,0
34,secondary,1221,yes,no,1,8,failure,0
61,secondary,985,no,no,6,0,unknown,1
35,secondary,0,yes,no,1,0,unknown,0
42,tertiary,520,no,no,1,0,unknown,0
57,tertiary,10,no,no,3,0,unknown,0
42,secondary,2157,yes,no,1,2,failure,0
53,secondary,6095,yes,yes,5,0,unknown,0
63,tertiary,133,yes,no,2,0,unknown,0
47,secondary,1121,no,no,6,0,unknown,0
54,secondary,88,yes,no,1,0,unknown,0
45,secondary,0,no,no,10,0,unknown,0
28,tertiary,-328,yes,no,2,0,unknown,0
58,secondary,610,yes,no,2,0,unknown,0
48,tertiary,414,no,no,2,0,unknown,0
35,tertiary,0,yes,no,1,0,unknown,1
37,tertiary,0,no,no,1,0,unknown,0
37,secondary,685,yes,no,1,0,unknown,0
37,primary,22856,no,no,1,1,failure,0
25,secondary,-352,no,no,1,0,unknown,0
58,secondary,602,yes,no,1,0,unknown,0
52,secondary,-588,yes,no,4,0,unknown,0
19,secondary,302,no,no,1,0,unknown,1
59,secondary,5314,yes,no,3,0,unknown,0
41,secondary,64,yes,yes,2,0,unknown,0
34,tertiary,632,no,no,10,0,unknown,0
35,secondary,5731,yes,no,2,4,other,0
41,secondary,902,no,no,6,0,unknown,0
28,secondary,6307,yes,no,1,0,unknown,0
53,secondary,112,no,yes,3,0,unknown,0
35,secondary,0,no,yes,1,0,unknown,0
33,tertiary,621,no,no,1,0,unknown,0
37,secondary,435,yes,no,1,0,unknown,0
32,secondary,782,yes,no,4,0,unknown,0
32,secondary,478,yes,no,1,0,unknown,0
54,unknown,7864,yes,no,4,0,unknown,0
44,secondary,1910,yes,no,1,0,unknown,0
36,tertiary,1174,yes,no,2,0,unknown,0
56,secondary,1270,yes,no,2,2,other,0
30,tertiary,18,no,no,11,0,unknown,0
36,secondary,141,yes,no,3,0,unknown,0
43,tertiary,2886,no,no,1,0,unknown,0
40,secondary,2715,yes,no,2,0,unknown,0
32,tertiary,1100,yes,yes,1,0,unknown,0
34,secondary,516,yes,yes,1,0,unknown,0
37,secondary,1,no,no,2,0,unknown,0
28,secondary,775,no,no,2,0,unknown,0
35,primary,634,no,no,2,0,unknown,0
53,secondary,5715,no,no,2,0,unknown,0
60,unknown,1088,yes,no,1,0,unknown,0
40,secondary,1532,yes,yes,7,0,unknown,0
57,primary,75,no,no,2,0,unknown,0
29,secondary,103,no,no,1,0,unknown,0
44,primary,134,yes,no,1,0,unknown,0
41,secondary,748,no,no,7,3,other,0
47,secondary,1990,yes,yes,4,0,unknown,0
43,tertiary,192,no,no,2,0,unknown,0
37,secondary,267,no,no,1,0,unknown,0
34,tertiary,586,yes,no,2,0,unknown,0
30,secondary,648,yes,yes,1,0,unknown,0
57,secondary,25,yes,no,1,4,other,0
26,secondary,96,yes,no,2,3,other,0
34,tertiary,1116,yes,no,5,0,unknown,0
46,secondary,-90,no,yes,1,0,unknown,1
38,tertiary,170,yes,no,1,0,unknown,1
37,secondary,3665,no,no,3,0,unknown,1
28,tertiary,2380,no,no,2,0,unknown,0
57,primary,179,no,no,3,0,unknown,0
39,tertiary,763,yes,no,7,2,other,1
49,secondary,320,no,no,4,0,unknown,1
38,secondary,1960,yes,no,2,0,unknown,0
27,secondary,818,yes,no,5,0,unknown,0
30,secondary,2678,yes,no,5,0,unknown,0
38,tertiary,1980,no,no,2,0,unknown,0
36,tertiary,1582,no,no,2,1,failure,0
38,unknown,62,no,no,1,0,unknown,0
59,primary,235,no,no,2,0,unknown,0
37,tertiary,489,yes,no,5,0,unknown,0
29,tertiary,3931,yes,no,4,0,unknown,0
43,secondary,699,yes,yes,2,2,other,1
33,secondary,58,yes,no,2,0,unknown,0
54,secondary,1327,no,no,2,0,unknown,0
55,secondary,557,no,no,1,0,unknown,0
32,tertiary,741,yes,no,1,0,unknown,0
48,primary,3230,yes,no,3,0,unknown,0
33,tertiary,1439,yes,no,2,0,unknown,0
46,secondary,120,yes,no,11,0,unknown,0
44,tertiary,1058,no,no,3,0,unknown,1
47,primary,881,yes,no,1,2,failure,0
38,secondary,6728,no,no,1,4,success,1
80,secondary,462,no,no,2,0,unknown,0
40,secondary,167,yes,yes,4,1,failure,0
43,tertiary,1574,yes,no,3,0,unknown,0
32,tertiary,1625,no,no,1,1,failure,1
39,tertiary,562,no,no,2,0,unknown,0
33,secondary,9305,yes,no,2,0,unknown,0
31,secondary,35,no,yes,1,0,unknown,0
36,tertiary,0,no,no,2,0,unknown,0
35,tertiary,2486,yes,no,1,0,unknown,0
25,secondary,368,no,no,1,0,unknown,0
33,secondary,1558,yes,no,1,0,unknown,0
23,primary,8627,yes,no,1,1,failure,0
31,tertiary,2590,no,no,2,2,other,0
36,tertiary,0,yes,yes,3,0,unknown,0
44,tertiary,900,yes,no,2,0,unknown,0
