Status,Duration,History,Credit amount,Installment rate,Present residence,Age,Existing credits,Number people,label
A11,42.0,A31,5954.0,2.0,1.0,41.0,2.0,2.0,1
A13,24.0,A31,3777.0,4.0,4.0,40.0,1.0,2.0,1
A14,15.0,A30,806.0,4.0,4.0,22.0,1.0,2.0,1
A11,24.0,A32,4712.0,4.0,2.0,34.0,2.0,2.0,1
A11,36.0,A32,7432.0,2.0,2.0,54.0,1.0,2.0,1
A13,24.0,A31,1851.0,4.0,2.0,33.0,2.0,2.0,1
A13,24.0,A30,1393.0,2.0,2.0,31.0,1.0,2.0,1
A13,12.0,A31,1412.0,4.0,2.0,29.0,2.0,2.0,1
A13,18.0,A30,1473.0,3.0,4.0,39.0,1.0,2.0,1
A13,24.0,A30,1533.0,4.0,3.0,38.0,1.0,2.0,1
A13,12.0,A31,2012.0,4.0,2.0,61.0,1.0,2.0,1
A14,15.0,A30,3959.0,3.0,2.0,29.0,1.0,2.0,0
A14,6.0,A30,428.0,2.0,1.0,49.0,1.0,2.0,1
A11,12.0,A31,2366.0,3.0,3.0,36.0,1.0,2.0,1
A13,12.0,A30,763.0,4.0,1.0,26.0,1.0,2.0,1
A11,21.0,A30,3976.0,2.0,3.0,35.0,1.0,2.0,1
A11,18.0,A30,6260.0,3.0,3.0,28.0,1.0,2.0,1
A11,9.0,A31,1919.0,4.0,3.0,35.0,1.0,2.0,1
A13,24.0,A30,2603.0,2.0,4.0,28.0,1.0,2.0,1
A13,9.0,A31,936.0,4.0,2.0,52.0,2.0,2.0,1
A13,24.0,A30,3062.0,4.0,3.0,32.0,1.0,2.0,1
A11,36.0,A30,4795.0,4.0,1.0,30.0,1.0,2.0,1
A13,36.0,A31,5842.0,2.0,2.0,35.0,2.0,1.0,1
A11,6.0,A30,2063.0,4.0,3.0,30.0,1.0,2.0,1
A13,15.0,A31,1459.0,4.0,2.0,43.0,1.0,2.0,1
A13,15.0,A30,1213.0,4.0,3.0,47.0,1.0,2.0,1
A13,24.0,A31,5103.0,3.0,3.0,47.0,3.0,2.0,1
A13,15.0,A30,874.0,4.0,1.0,24.0,1.0,2.0,1
A13,6.0,A30,2978.0,1.0,2.0,32.0,1.0,2.0,1
A13,18.0,A30,1820.0,2.0,2.0,30.0,1.0,2.0,1
A13,24.0,A31,2872.0,3.0,4.0,36.0,1.0,1.0,1
A12,24.0,A30,1925.0,2.0,2.0,26.0,1.0,2.0,1
A13,18.0,A30,2515.0,3.0,4.0,43.0,1.0,2.0,1
A12,6.0,A30,2116.0,2.0,2.0,41.0,1.0,2.0,1
A13,18.0,A30,1453.0,3.0,1.0,26.0,1.0,2.0,1
A13,10.0,A30,1364.0,2.0,4.0,64.0,1.0,2.0,1
A13,6.0,A30,1543.0,4.0,2.0,33.0,1.0,2.0,1
A11,12.0,A30,1318.0,4.0,4.0,54.0,1.0,2.0,1
A14,24.0,A34,2325.0,2.0,3.0,32.0,1.0,2.0,1
A11,6.0,A31,932.0,1.0,3.0,39.0,2.0,2.0,1
A12,24.0,A31,3148.0,3.0,2.0,31.0,2.0,2.0,1
A13,36.0,A30,3835.0,2.0,4.0,45.0,1.0,2.0,1
A13,9.0,A30,3832.0,1.0,4.0,64.0,1.0,2.0,1
A11,24.0,A30,5084.0,2.0,4.0,42.0,1.0,2.0,1
A13,9.0,A31,2406.0,2.0,3.0,31.0,1.0,2.0,1
A13,36.0,A30,2394.0,4.0,4.0,25.0,1.0,2.0,1
A13,21.0,A30,2476.0,4.0,4.0,46.0,1.0,2.0,1
A14,24.0,A30,2964.0,4.0,4.0,49.0,1.0,1.0,1
A14,12.0,A30,1262.0,2.0,4.0,49.0,1.0,2.0,1
A13,12.0,A30,1542.0,2.0,4.0,36.0,1.0,2.0,1
A11,24.0,A31,1743.0,4.0,2.0,48.0,2.0,2.0,1
A12,12.0,A34,409.0,3.0,3.0,42.0,2.0,2.0,1
A13,12.0,A30,2171.0,2.0,2.0,29.0,1.0,2.0,1
A13,48.0,A31,8858.0,2.0,1.0,35.0,2.0,2.0,1
A11,24.0,A30,3512.0,2.0,3.0,38.0,2.0,2.0,1
A11,12.0,A30,1158.0,3.0,1.0,26.0,1.0,2.0,1
A13,24.0,A31,2684.0,4.0,2.0,35.0,2.0,2.0,1
A14,12.0,A30,1498.0,4.0,1.0,23.0,1.0,2.0,1
A13,30.0,A31,5954.0,3.0,2.0,38.0,1.0,2.0,1
A11,48.0,A34,6416.0,4.0,3.0,59.0,1.0,2.0,0
A11,12.0,A31,3617.0,1.0,4.0,28.0,3.0,2.0,1
A13,12.0,A31,1291.0,4.0,2.0,35.0,2.0,2.0,1
A12,24.0,A31,1275.0,2.0,4.0,36.0,2.0,2.0,1
A13,24.0,A30,3972.0,2.0,4.0,25.0,1.0,2.0,1
A13,15.0,A31,3343.0,4.0,2.0,28.0,1.0,2.0,1
A12,15.0,A30,392.0,4.0,4.0,23.0,1.0,2.0,1
A13,9.0,A31,2134.0,4.0,4.0,48.0,3.0,2.0,1
A13,30.0,A31,5771.0,4.0,2.0,25.0,2.0,2.0,1
A13,24.0,A31,4526.0,3.0,2.0,74.0,1.0,2.0,1
A13,15.0,A31,2788.0,2.0,3.0,24.0,2.0,2.0,1
A13,6.0,A31,1382.0,1.0,1.0,28.0,2.0,2.0,1
A12,36.0,A30,5848.0,4.0,1.0,24.0,1.0,2.0,1
A14,12.0,A30,1228.0,4.0,2.0,24.0,1.0,2.0,0
A12,12.0,A30,1297.0,3.0,4.0,23.0,1.0,2.0,1
A13,24.0,A30,1552.0,3.0,1.0,32.0,1.0,1.0,1
A13,12.0,A30,1963.0,4.0,2.0,31.0,2.0,1.0,1
A13,24.0,A30,3235.0,3.0,2.0,36.0,1.0,2.0,1
A13,24.0,A31,4139.0,3.0,3.0,27.0,2.0,2.0,1
A11,12.0,A31,1804.0,3.0,4.0,44.0,1.0,2.0,1
A13,18.0,A30,1950.0,4.0,1.0,34.0,2.0,2.0,1
A13,48.0,A32,12749.0,4.0,1.0,37.0,1.0,2.0,1
A13,9.0,A30,1236.0,1.0,4.0,23.0,1.0,2.0,1
A13,18.0,A31,1055.0,4.0,1.0,30.0,2.0,2.0,1
A14,30.0,A33,8072.0,2.0,3.0,25.0,3.0,2.0,1
A13,30.0,A31,2831.0,4.0,2.0,33.0,1.0,2.0,1
A13,9.0,A30,1449.0,3.0,2.0,27.0,2.0,2.0,1
A13,36.0,A30,5742.0,2.0,2.0,31.0,2.0,2.0,1
A13,12.0,A30,2390.0,4.0,3.0,50.0,1.0,2.0,1
A13,24.0,A30,3430.0,3.0,2.0,31.0,1.0,1.0,1
A11,36.0,A30,2273.0,3.0,1.0,32.0,2.0,1.0,1
A12,21.0,A30,2923.0,1.0,1.0,28.0,1.0,2.0,1
A13,24.0,A30,1901.0,4.0,4.0,29.0,1.0,2.0,1
A11,36.0,A30,3711.0,2.0,2.0,27.0,1.0,2.0,1
A11,48.0,A30,8487.0,1.0,2.0,24.0,1.0,2.0,1
A13,24.0,A30,2255.0,4.0,1.0,54.0,1.0,2.0,1
A13,12.0,A30,1262.0,3.0,2.0,25.0,1.0,2.0,1
A13,33.0,A31,7253.0,3.0,2.0,35.0,2.0,2.0,1
A13,6.0,A31,6761.0,1.0,3.0,45.0,2.0,1.0,1
A13,18.0,A31,1817.0,4.0,2.0,28.0,2.0,2.0,1
A13,12.0,A30,2141.0,3.0,1.0,35.0,1.0,2.0,1
A13,48.0,A34,3609.0,1.0,1.0,27.0,1.0,2.0,1
A13,30.0,A30,2333.0,4.0,2.0,30.0,1.0,2.0,1
A13,28.0,A34,7824.0,3.0,4.0,40.0,2.0,1.0,1
A12,18.0,A34,1445.0,4.0,4.0,49.0,1.0,2.0,1
A14,24.0,A30,7721.0,1.0,2.0,30.0,1.0,2.0,1
A14,21.0,A30,3763.0,2.0,2.0,24.0,1.0,2.0,1
A11,18.0,A30,4439.0,1.0,1.0,33.0,1.0,2.0,1
A14,12.0,A30,1107.0,2.0,2.0,20.0,1.0,1.0,1
A11,15.0,A30,1444.0,4.0,1.0,23.0,1.0,2.0,1
A11,48.0,A34,12169.0,4.0,4.0,36.0,1.0,2.0,1
A13,9.0,A30,2753.0,3.0,4.0,35.0,1.0,2.0,1
A12,4.0,A30,1494.0,1.0,2.0,29.0,1.0,1.0,1
A14,24.0,A34,2828.0,4.0,4.0,22.0,1.0,2.0,1
A14,24.0,A34,2483.0,4.0,4.0,22.0,1.0,2.0,1
A12,6.0,A31,1299.0,1.0,1.0,74.0,3.0,1.0,1
A11,9.0,A30,1549.0,4.0,2.0,35.0,1.0,2.0,1
A12,10.0,A30,3949.0,1.0,1.0,37.0,1.0,1.0,1
A13,10.0,A30,2901.0,1.0,4.0,31.0,1.0,2.0,1
A12,6.0,A30,709.0,2.0,2.0,27.0,1.0,2.0,1
A14,47.0,A30,10722.0,1.0,1.0,35.0,1.0,2.0,1
A13,10.0,A30,1287.0,4.0,2.0,45.0,1.0,2.0,1
A14,18.0,A34,1940.0,3.0,4.0,36.0,1.0,2.0,1
A12,30.0,A31,3656.0,4.0,4.0,49.0,2.0,2.0,1
A13,24.0,A32,4679.0,3.0,3.0,35.0,2.0,2.0,1
A13,27.0,A32,8613.0,2.0,2.0,27.0,2.0,2.0,1
A14,18.0,A30,2659.0,4.0,2.0,28.0,1.0,2.0,1
A13,24.0,A31,1516.0,4.0,1.0,43.0,2.0,2.0,1
A14,18.0,A30,4380.0,3.0,4.0,35.0,1.0,1.0,1
A13,14.0,A32,802.0,4.0,2.0,27.0,2.0,2.0,1
A13,21.0,A30,1572.0,4.0,4.0,36.0,1.0,2.0,1
A11,48.0,A34,3566.0,4.0,2.0,30.0,1.0,2.0,1
A13,24.0,A30,1278.0,4.0,1.0,36.0,1.0,2.0,1
A13,6.0,A33,426.0,4.0,4.0,39.0,1.0,2.0,1
A13,39.0,A30,8588.0,4.0,2.0,45.0,1.0,2.0,1
A14,30.0,A30,3857.0,4.0,4.0,40.0,1.0,2.0,1
A11,12.0,A30,685.0,2.0,3.0,25.0,1.0,2.0,0
A14,24.0,A30,1603.0,4.0,4.0,55.0,1.0,2.0,1
A13,21.0,A30,2241.0,4.0,2.0,50.0,2.0,2.0,1
A14,24.0,A30,2384.0,4.0,4.0,64.0,1.0,2.0,1
A13,4.0,A30,601.0,1.0,3.0,23.0,1.0,1.0,1
A13,39.0,A30,2569.0,4.0,4.0,24.0,1.0,2.0,1
A13,15.0,A31,1316.0,2.0,2.0,47.0,2.0,2.0,1
A13,60.0,A30,10366.0,2.0,4.0,42.0,1.0,2.0,1
A13,18.0,A30,1568.0,3.0,4.0,24.0,1.0,2.0,1
A13,18.0,A31,629.0,4.0,3.0,32.0,2.0,2.0,1
A13,6.0,A34,1750.0,2.0,4.0,45.0,1.0,1.0,1
A13,24.0,A30,3488.0,3.0,4.0,23.0,1.0,2.0,1
A13,18.0,A31,1800.0,4.0,2.0,24.0,2.0,2.0,1
A13,24.0,A32,4151.0,2.0,3.0,35.0,2.0,2.0,1
A11,15.0,A30,2631.0,3.0,2.0,25.0,1.0,2.0,1
A13,21.0,A30,5248.0,1.0,3.0,26.0,1.0,2.0,1
A11,18.0,A32,2899.0,4.0,4.0,43.0,1.0,1.0,1
A11,18.0,A32,6204.0,2.0,4.0,44.0,1.0,1.0,1
A13,12.0,A30,804.0,4.0,4.0,38.0,1.0,2.0,1
A13,36.0,A30,3595.0,4.0,2.0,28.0,1.0,2.0,1
A13,36.0,A31,5711.0,4.0,2.0,38.0,2.0,2.0,1
A12,15.0,A30,2687.0,2.0,4.0,26.0,1.0,2.0,1
A14,15.0,A32,3643.0,1.0,4.0,27.0,2.0,2.0,1
A13,10.0,A31,2146.0,1.0,3.0,23.0,2.0,2.0,1
A14,10.0,A30,2315.0,3.0,4.0,52.0,1.0,2.0,1
A13,5.0,A30,3448.0,1.0,4.0,74.0,1.0,2.0,1
A13,15.0,A30,2708.0,2.0,3.0,27.0,2.0,2.0,1
A13,11.0,A31,1393.0,4.0,4.0,35.0,2.0,2.0,1
A12,10.0,A30,1275.0,4.0,2.0,23.0,1.0,2.0,1
A13,9.0,A30,1313.0,1.0,4.0,20.0,1.0,2.0,1
A13,12.0,A30,1493.0,4.0,3.0,34.0,1.0,1.0,1
A13,22.0,A30,2675.0,3.0,4.0,40.0,1.0,2.0,1
A11,9.0,A30,2118.0,2.0,2.0,37.0,1.0,1.0,1
A13,36.0,A30,909.0,4.0,4.0,36.0,1.0,2.0,1
A13,12.0,A31,1258.0,2.0,4.0,22.0,2.0,2.0,1
A13,15.0,A34,1569.0,4.0,4.0,34.0,1.0,1.0,1
A13,6.0,A30,1236.0,2.0,4.0,50.0,1.0,2.0,1
A13,36.0,A32,7678.0,2.0,4.0,40.0,2.0,2.0,1
A13,6.0,A30,660.0,2.0,4.0,23.0,1.0,2.0,1
A13,24.0,A30,2835.0,3.0,4.0,53.0,1.0,2.0,1
A13,24.0,A30,2670.0,4.0,4.0,35.0,1.0,2.0,1
A13,12.0,A34,3447.0,4.0,3.0,35.0,1.0,1.0,1
A13,15.0,A30,3568.0,4.0,2.0,54.0,1.0,2.0,1
A11,21.0,A31,3652.0,2.0,3.0,27.0,2.0,2.0,1
A14,24.0,A30,3660.0,2.0,4.0,28.0,1.0,2.0,1
A12,9.0,A30,1126.0,2.0,4.0,49.0,1.0,2.0,1
A12,6.0,A32,683.0,2.0,1.0,29.0,1.0,2.0,1
A12,12.0,A30,2251.0,1.0,2.0,46.0,1.0,2.0,1
A13,12.0,A30,4675.0,1.0,4.0,20.0,1.0,2.0,1
A11,21.0,A32,2353.0,1.0,4.0,47.0,2.0,2.0,1
A14,21.0,A30,3357.0,4.0,2.0,29.0,1.0,2.0,1
A13,6.0,A30,672.0,1.0,4.0,54.0,1.0,2.0,1
A14,6.0,A31,338.0,4.0,4.0,52.0,2.0,2.0,1
A13,9.0,A30,2697.0,1.0,2.0,32.0,1.0,1.0,1
A13,9.0,A30,2507.0,2.0,4.0,51.0,1.0,2.0,1
A13,15.0,A32,1478.0,4.0,3.0,33.0,2.0,2.0,1
A13,12.0,A31,3565.0,2.0,1.0,37.0,2.0,1.0,1
A13,15.0,A30,2221.0,2.0,4.0,20.0,1.0,2.0,1
A13,6.0,A31,1898.0,1.0,2.0,34.0,2.0,1.0,1
A11,6.0,A32,1449.0,1.0,2.0,31.0,2.0,1.0,1
A13,15.0,A32,960.0,3.0,2.0,30.0,2.0,2.0,1
A13,36.0,A30,8133.0,1.0,2.0,30.0,1.0,2.0,1
A13,9.0,A30,2301.0,2.0,4.0,22.0,1.0,2.0,1
A13,6.0,A32,1743.0,1.0,2.0,34.0,2.0,2.0,1
A11,12.0,A30,983.0,1.0,4.0,19.0,1.0,2.0,1
A13,18.0,A32,2320.0,2.0,3.0,34.0,2.0,2.0,1
A14,12.0,A34,339.0,4.0,1.0,45.0,1.0,2.0,1
A12,24.0,A30,5152.0,4.0,2.0,25.0,1.0,2.0,1
A12,24.0,A30,3749.0,2.0,4.0,26.0,1.0,2.0,1
A13,9.0,A31,3074.0,1.0,2.0,33.0,2.0,1.0,1
A12,9.0,A30,745.0,3.0,2.0,28.0,1.0,2.0,0
A13,24.0,A30,1469.0,4.0,4.0,41.0,1.0,2.0,1
A14,6.0,A30,1374.0,1.0,2.0,36.0,1.0,2.0,1
A13,6.0,A34,783.0,1.0,2.0,26.0,1.0,1.0,1
A14,21.0,A30,2606.0,4.0,4.0,28.0,1.0,2.0,1
A13,54.0,A33,9436.0,2.0,2.0,39.0,1.0,1.0,1
A13,12.0,A31,930.0,4.0,4.0,65.0,4.0,2.0,1
A13,48.0,A31,2751.0,4.0,3.0,38.0,2.0,1.0,1
A13,6.0,A31,250.0,2.0,2.0,41.0,2.0,2.0,1
A11,24.0,A30,1201.0,4.0,1.0,26.0,1.0,2.0,1
A14,6.0,A30,662.0,3.0,4.0,41.0,1.0,1.0,1
A13,15.0,A30,1300.0,4.0,4.0,45.0,1.0,1.0,1
A13,24.0,A34,1559.0,4.0,4.0,40.0,1.0,2.0,1
A12,12.0,A30,3016.0,3.0,1.0,24.0,1.0,2.0,1
A13,15.0,A31,1360.0,4.0,2.0,31.0,2.0,2.0,1
A13,6.0,A33,1204.0,4.0,1.0,35.0,1.0,2.0,1
A13,10.0,A30,1597.0,3.0,2.0,40.0,1.0,1.0,1
A13,12.0,A30,2073.0,4.0,2.0,28.0,1.0,2.0,1
A13,11.0,A30,2142.0,1.0,2.0,28.0,1.0,2.0,1
A14,10.0,A31,2132.0,2.0,3.0,27.0,2.0,2.0,1
A13,10.0,A30,1546.0,3.0,2.0,31.0,1.0,1.0,1
A13,24.0,A31,1287.0,4.0,4.0,37.0,2.0,2.0,1
A13,10.0,A30,1418.0,3.0,2.0,35.0,1.0,2.0,1
A12,6.0,A31,1343.0,1.0,4.0,46.0,2.0,1.0,1
A13,18.0,A30,2662.0,4.0,3.0,32.0,1.0,2.0,1
A13,18.0,A31,6070.0,3.0,4.0,33.0,2.0,2.0,1
A13,24.0,A31,1927.0,3.0,2.0,33.0,2.0,2.0,1
A13,18.0,A31,2404.0,2.0,2.0,26.0,2.0,2.0,1
A13,6.0,A31,1554.0,1.0,2.0,24.0,2.0,2.0,1
A13,22.0,A30,1283.0,4.0,4.0,25.0,1.0,2.0,1
A13,24.0,A32,717.0,4.0,4.0,54.0,2.0,2.0,1
A14,24.0,A30,1747.0,4.0,1.0,24.0,1.0,2.0,1
A14,9.0,A31,1288.0,3.0,4.0,48.0,2.0,1.0,1
A14,10.0,A31,1038.0,4.0,3.0,49.0,2.0,2.0,1
A13,10.0,A30,2848.0,1.0,2.0,32.0,1.0,1.0,1
A13,12.0,A30,1413.0,3.0,2.0,55.0,1.0,2.0,1
A13,30.0,A31,3077.0,3.0,2.0,40.0,2.0,1.0,1
A14,24.0,A34,3632.0,1.0,4.0,22.0,1.0,2.0,1
A13,18.0,A31,3229.0,2.0,4.0,38.0,1.0,2.0,1
A13,9.0,A30,3577.0,1.0,2.0,26.0,1.0,1.0,1
A13,12.0,A31,682.0,4.0,3.0,51.0,2.0,2.0,1
A13,10.0,A30,1924.0,1.0,4.0,38.0,1.0,2.0,1
A13,10.0,A30,727.0,4.0,4.0,46.0,1.0,2.0,1
A12,10.0,A31,781.0,4.0,4.0,63.0,2.0,2.0,1
A14,12.0,A31,2121.0,4.0,2.0,30.0,2.0,2.0,1
A13,12.0,A31,701.0,4.0,2.0,32.0,2.0,2.0,1
A13,10.0,A31,2069.0,2.0,1.0,26.0,2.0,2.0,1
A13,24.0,A30,1525.0,4.0,3.0,34.0,1.0,1.0,1
A13,48.0,A31,7629.0,4.0,2.0,46.0,2.0,1.0,1
A14,12.0,A31,3499.0,3.0,2.0,29.0,2.0,2.0,0
A13,6.0,A30,1346.0,2.0,4.0,42.0,1.0,1.0,1
A13,36.0,A31,10477.0,2.0,4.0,42.0,2.0,2.0,1
A14,24.0,A30,2924.0,3.0,4.0,63.0,1.0,1.0,1
A13,10.0,A31,1231.0,3.0,4.0,32.0,2.0,1.0,1
A12,18.0,A30,1961.0,3.0,2.0,23.0,1.0,2.0,1
A13,15.0,A31,5045.0,1.0,4.0,59.0,1.0,2.0,1
A13,12.0,A31,1255.0,4.0,4.0,61.0,2.0,2.0,1
A14,12.0,A30,1858.0,4.0,1.0,22.0,1.0,2.0,1
A13,6.0,A31,1221.0,1.0,2.0,27.0,2.0,2.0,1
A13,9.0,A30,1388.0,4.0,2.0,26.0,1.0,2.0,1
A13,12.0,A30,2279.0,4.0,4.0,37.0,1.0,2.0,1
A13,12.0,A33,2759.0,2.0,4.0,34.0,2.0,2.0,1
A12,24.0,A30,1258.0,3.0,3.0,57.0,1.0,2.0,1
A11,12.0,A33,1410.0,2.0,2.0,31.0,1.0,2.0,1
A14,15.0,A30,1403.0,2.0,4.0,28.0,1.0,2.0,1
A14,24.0,A30,3021.0,2.0,2.0,24.0,1.0,2.0,1
A14,24.0,A30,6568.0,2.0,2.0,21.0,1.0,2.0,1
A13,24.0,A31,2578.0,2.0,2.0,34.0,1.0,2.0,1
A11,24.0,A31,7758.0,2.0,4.0,29.0,1.0,2.0,1
A14,6.0,A30,343.0,4.0,1.0,27.0,1.0,2.0,1
A13,21.0,A32,1591.0,4.0,3.0,34.0,2.0,2.0,1
A14,27.0,A30,3416.0,3.0,2.0,27.0,1.0,2.0,1
A14,12.0,A33,1108.0,4.0,3.0,28.0,2.0,2.0,0
